book_name,unit,english,korean,example
워드마스터,chapter14,charity,"자비, 자선단체, 구호물자",charity
워드마스터,chapter14,receive,받다,receive
워드마스터,chapter14,whereas,~인 반면에,whereas
워드마스터,chapter14,broad,"넓은, 광범위한",broad
워드마스터,chapter14,ignorant,"무식한, 모르는",ignorant
워드마스터,chapter14,depend,의지하다,depend
워드마스터,chapter14,pure,순수한,pure
워드마스터,chapter14,extinct,"멸종된, 꺼진",extinct
워드마스터,chapter14,household,"가족, 가정, 가족의, 가정의",household
워드마스터,chapter14,chapter,"(책, 논문의) 장",chapter
워드마스터,chapter14,refund,"반환, 환불, 환불하다",refund
워드마스터,chapter14,institute,"연구소, 협회 설립하다",institute
워드마스터,chapter14,lately,최근에,lately
워드마스터,chapter14,accept,"받아들이다, 인정하다",accept
워드마스터,chapter14,ashamed,부끄러워하는,ashamed
워드마스터,chapter14,dense,"조밀한, 조잡한",dense
워드마스터,chapter14,rescue,"구조, 구조하다, 구조의",rescue
워드마스터,chapter14,continue,계속하다,continue
워드마스터,chapter15,destination,목적지,destination
워드마스터,chapter15,expand,확장하다,expand
워드마스터,chapter15,evolution,진화,evolution
워드마스터,chapter15,hire,고용하다,hire
워드마스터,chapter15,isolate,고립시키다,isolate
워드마스터,chapter15,gravity,중력,gravity
워드마스터,chapter15,genuine,"진짜의, 성실한",genuine
워드마스터,chapter15,status,"상태, 지위, 현상",status
워드마스터,chapter15,compete,경쟁하다,compete
워드마스터,chapter15,military,"군대, 군대의",military
워드마스터,chapter15,logic,"논리, 논리학",logic
워드마스터,chapter15,commit,"(죄를) 저지르다, 약속하다",commit
워드마스터,chapter15,sensible,"분별 있는, 현명한",sensible
워드마스터,chapter15,sum,"총합, 합계",sum
워드마스터,chapter15,conserve,보존하다,conserve
워드마스터,chapter15,swing,"흔들리다, 진동하다",swing
워드마스터,chapter15,marriage,"결혼, 혼인",marriage
워드마스터,chapter15,reproduce,"재생하다, 복제하다, 번식하다",reproduce
워드마스터,chapter15,tone,"어조, 말투, 음, 색조",tone
워드마스터,chapter15,concept,개념,concept
워드마스터,chapter15,invitation,"초대, 초대장",invitation
워드마스터,chapter15,precise,정확한,precise
워드마스터,chapter15,formal,"공식적인, 정식의",formal
워드마스터,chapter15,particle,"입자, 미량, 극소량",particle
워드마스터,chapter15,cancel,취소하다,cancel
워드마스터,chapter15,return,"돌아오다, 돌려주다, 수익",return
워드마스터,chapter15,departure,출발,departure
워드마스터,chapter15,apparent,"분명한, 명백한",apparent
워드마스터,chapter15,visual,시각의,visual
워드마스터,chapter15,agriculture,농업,agriculture
워드마스터,chapter16,rite,"(종교적) 의식, 의례",rite
워드마스터,chapter16,poverty,"빈곤, 가난",poverty
워드마스터,chapter16,sculpture,"조각하다, 조각",sculpture
워드마스터,chapter16,descend,"내려오다, 물려주다",descend
워드마스터,chapter16,leak,"새는 구멍, 새다, 누설하다",leak
워드마스터,chapter16,portion,"일부, 부분, 분할하다",portion
워드마스터,chapter16,companion,"동료, 동반자",companion
워드마스터,chapter16,diligent,근면한,diligent
워드마스터,chapter16,distinct,"별개의, 뚜렷한",distinct
워드마스터,chapter16,component,"구성 요소, 구성하고 있는",component
워드마스터,chapter16,current,"해류, 흐름, 현재의",current
워드마스터,chapter16,universal,"보편적인, 우주의",universal
워드마스터,chapter16,trap,"함정, 덫을 놓다, 막다",trap
워드마스터,chapter16,eager,갈망하는,eager
워드마스터,chapter16,legal,"법률의, 합법의",legal
워드마스터,chapter16,demonstrate,"논증하다, 설명하다, 보여주다",demonstrate
워드마스터,chapter16,democracy,"민주주의, 민주주의 국가",democracy
워드마스터,chapter16,mature,"성숙한, 익은, 성숙해지다",mature
워드마스터,chapter16,brilliant,"찬란한, 명석한",brilliant
워드마스터,chapter16,annual,"1년의, 1년간의, 연례의",annual
워드마스터,chapter16,faith,"신념, 믿음",faith
워드마스터,chapter16,spare,"여분의, 검소한, 용서하다",spare
워드마스터,chapter16,transfer,"이동하다, 옮기다",transfer
워드마스터,chapter16,refrigerator,냉장고,refrigerator
워드마스터,chapter16,oppose,반대하다,oppose
워드마스터,chapter16,desperate,"필사적인, 절망적인",desperate
워드마스터,chapter16,remote,"멀리 떨어진, 희박한",remote
워드마스터,chapter16,offend,감정을 상하게 하다,offend
워드마스터,chapter16,awake,"깨우다, 깨어나다",awake
워드마스터,chapter16,aim,"겨냥하다, 조준",aim
워드마스터,chapter17,vigor,활력,vigor
워드마스터,chapter17,insight,"통찰, 통찰력",insight
워드마스터,chapter17,achieve,"목적을 이루다, (명성을) 얻다",achieve
워드마스터,chapter17,civil,"시민의, 민간의",civil
워드마스터,chapter17,option,"선택, 선택권",option
워드마스터,chapter17,prove,"입증하다, ~으로 판명되다",prove
워드마스터,chapter17,lecture,강의를 하다,lecture
워드마스터,chapter17,minor,"사소한, 2류의, 부전공하다, 미성년자",minor
워드마스터,chapter17,duty,"의무, 관세",duty
워드마스터,chapter17,pause,"중단, 중단하다",pause
워드마스터,chapter17,complicated,복잡한,complicated
워드마스터,chapter17,digest,"소화하다, 요약하다",digest
워드마스터,chapter17,shortage,"부족, 결함",shortage
워드마스터,chapter17,laboratory,"실험실, 실험실의",laboratory
워드마스터,chapter17,generous,"관대한, 후한",generous
워드마스터,chapter17,laundry,세탁물,laundry
워드마스터,chapter17,transform,"변형시키다, 변환하다",transform
워드마스터,chapter17,discipline,"훈련, 훈련하다, 단련하다",discipline
워드마스터,chapter17,kindergarten,유치원,kindergarten
워드마스터,chapter17,forbid,금지하다,forbid
워드마스터,chapter17,ultimate,"궁극적인, 최후의",ultimate
워드마스터,chapter17,thrive,"번영하다, 발전하다",thrive
워드마스터,chapter17,bet,"돈을 걸다, 내기를 걸다",bet
워드마스터,chapter17,royal,"왕족의, 왕의",royal
워드마스터,chapter17,ruin,"파멸, 파산",ruin
워드마스터,chapter17,arrive,도착하다,arrive
워드마스터,chapter17,evil,"악, 사악, 사악한",evil
워드마스터,chapter17,horror,"공포, 전율, 공포의",horror
워드마스터,chapter17,worship,"예배, 숭배, 숭배하다",worship
워드마스터,chapter17,afterward,"나중에, 그 후에",afterward
워드마스터,chapter18,client,"고객, (변호사) 의뢰인",client
워드마스터,chapter18,insure,"보험을 계약하다, 안전하게 하다",insure
워드마스터,chapter18,scarce,"부족한, 드문",scarce
워드마스터,chapter18,fancy,"공상, 공상하다",fancy
워드마스터,chapter18,surgery,외과 수술,surgery
워드마스터,chapter18,assign,"할당하다, 지정하다",assign
워드마스터,chapter18,regulate,"규제하다, 조절하다",regulate
워드마스터,chapter18,shelf,선반,shelf
워드마스터,chapter18,highway,"고속도로, 간선도로",highway
워드마스터,chapter18,utility,"효용, 공익 설비 시설",utility
워드마스터,chapter18,yield,"생산하다, 양보하다",yield
워드마스터,chapter18,decline,정중히 거절하다,decline
워드마스터,chapter18,aside,"옆에, 제쳐두고",aside
워드마스터,chapter18,tolerate,"참다, 묵인하다, 용인하다",tolerate
워드마스터,chapter18,cottage,오두막 집,cottage
워드마스터,chapter18,coincidence,"우연의 일치, 동시에 일어난 사건",coincidence
워드마스터,chapter18,contemporary,"동시대의, 현대의",contemporary
워드마스터,chapter18,bless,축복하다,bless
워드마스터,chapter18,prey,먹이,prey
워드마스터,chapter18,prior,"이전의, 우선하는",prior
워드마스터,chapter18,necessity,"필수, 필수품, 필요",necessity
워드마스터,chapter18,abstract,"추상, 개요, 추상적인",abstract
워드마스터,chapter18,measure,"측정하다, 측정, 수단",measure
워드마스터,chapter18,fuse,"융합하다, 전기 퓨즈",fuse
워드마스터,chapter18,confirm,"확인하다, (결심을) 굳게 하다",confirm
워드마스터,chapter18,explain,설명하다,explain
워드마스터,chapter18,imitate,모방하다,imitate
워드마스터,chapter18,defeat,"패배, 패배시키다",defeat
워드마스터,chapter18,illustrate,"설명하다, 예증하다",illustrate
워드마스터,chapter18,pupil,"학생, 눈동자, 동공",pupil
워드마스터,chapter19,intellect,지성,intellect
워드마스터,chapter19,spice,"향신료, 양념",spice
워드마스터,chapter19,tempt,유혹하다,tempt
워드마스터,chapter19,inspire,~에 영감을 주다,inspire
워드마스터,chapter19,dine,"만찬을 대접하다, 식사하다",dine
워드마스터,chapter19,literally,문자 그대로,literally
워드마스터,chapter19,correct,"바로잡다, 올바른, 정확한",correct
워드마스터,chapter19,resort,"의지하다, 자주 가다",resort
워드마스터,chapter19,grab,움켜쥐다,grab
워드마스터,chapter19,alien,"외국인, 외계인",alien
워드마스터,chapter19,wreck,"난파, 조난",wreck
워드마스터,chapter19,triumph,"승리, 승리하다",triumph
워드마스터,chapter19,document,"문서, 서류, 기록하다",document
워드마스터,chapter19,suspect,~가 아닐까 의심하다,suspect
워드마스터,chapter19,prohibit,금지하다,prohibit
워드마스터,chapter19,install,설치하다,install
워드마스터,chapter19,propose,"제안하다, 청혼하다",propose
워드마스터,chapter19,appropriate,적절한,appropriate
워드마스터,chapter19,scholarship,"학문, 장학금",scholarship
워드마스터,chapter19,execute,"실행하다, 사형을 집행하다",execute
워드마스터,chapter19,receipt,영수증,receipt
워드마스터,chapter19,defect,"결점, 탈당하다",defect
워드마스터,chapter19,commute,"통근, 통근하다",commute
워드마스터,chapter19,trait,"특성, 특징",trait
워드마스터,chapter19,ensure,"확보하다, 분명히 하다",ensure
워드마스터,chapter19,modest,"겸손한, 알맞은",modest
워드마스터,chapter19,virtual,"가상의, 사실상의",virtual
워드마스터,chapter19,nutrition,영양,nutrition
워드마스터,chapter19,inner,내부의,inner
워드마스터,chapter19,contrary,"반대의, 적합 지 않은",contrary
워드마스터,chapter20,split,"찢다, 쪼개다, 분열",split
워드마스터,chapter20,supervise,"감독하다, 관리하다",supervise
워드마스터,chapter20,inhabit,"거주하다, 살다",inhabit
워드마스터,chapter20,address,"연설하다, 연설, 인사말",address
워드마스터,chapter20,earthquake,"지진, 대변동",earthquake
워드마스터,chapter20,enroll,"입학하다, 등록하다",enroll
워드마스터,chapter20,seal,"도장, 봉인, 바다표범",seal
워드마스터,chapter20,greed,탐욕,greed
워드마스터,chapter20,debate,"토론, 토론하다",debate
워드마스터,chapter20,compare,비교하다,compare
워드마스터,chapter20,abandon,"버리다, 포기하다",abandon
워드마스터,chapter20,conquer,"극복하다, 정복하다",conquer
워드마스터,chapter20,nevertheless,그럼에도 불구하고,nevertheless
워드마스터,chapter20,contract,"계약하다, 계약서",contract
워드마스터,chapter20,retail,"소매, 소매하다",retail
워드마스터,chapter20,prejudice,"편견, 선입관",prejudice
워드마스터,chapter20,register,"등록, 등록하다, 기재하다",register
워드마스터,chapter20,agency,대리점,agency
워드마스터,chapter20,nurture,"양육, 교육, 양육하다",nurture
워드마스터,chapter20,priest,성직자,priest
워드마스터,chapter20,elegant,"고상한, 우아한",elegant
워드마스터,chapter20,appear,나타나다,appear
워드마스터,chapter20,impose,"부과하다, 강요하다",impose
워드마스터,chapter20,masterpiece,"명장, 대작",masterpiece
워드마스터,chapter20,harsh,"거친, 가혹한",harsh
워드마스터,chapter20,drought,가뭄,drought
워드마스터,chapter20,arise,"발생하다, 생겨나다",arise
워드마스터,chapter20,criteria,"기준, 표준",criteria
워드마스터,chapter20,extraordinary,"비상한, 비범한",extraordinary
워드마스터,chapter20,modify,"변형하다, 수정하다",modify
워드마스터,chapter21,dim,"흐릿한, 어두운, 흐려지다",dim
워드마스터,chapter21,general,"일반적인(육군, 공군, 해병대) 대장",general
워드마스터,chapter21,scream,"절규, 절규하다, 소리치다",scream
워드마스터,chapter21,spill,"엎지르다, 흘리다, 엎지름",spill
워드마스터,chapter21,glare,"번쩍번쩍 빛나다, 번쩍임",glare
워드마스터,chapter21,swallow,"삼키다, 삼킴, 제비",swallow
워드마스터,chapter21,usual,"보통의, 일상의, 통상의",usual
워드마스터,chapter21,routine,"일상적인 일, 일상적인",routine
워드마스터,chapter21,eliminate,"제거하다, 삭제하다",eliminate
워드마스터,chapter21,deny,"부인하다, 거절하다",deny
워드마스터,chapter21,sensitive,"민감한, 신경 과민의",sensitive
워드마스터,chapter21,tragic,"비극의, 비참한, 비장한",tragic
워드마스터,chapter21,deprive,박탈하다,deprive
워드마스터,chapter21,conscious,"의식하고 있는, 의식",conscious
워드마스터,chapter21,interfere,"방해하다, 간섭하다",interfere
워드마스터,chapter21,temporary,"일시적인, 임시의",temporary
워드마스터,chapter21,council,"협회, 협의회",council
워드마스터,chapter21,adolescent,"청소년기의, 청소년",adolescent
워드마스터,chapter21,arctic,북극의,arctic
워드마스터,chapter21,capture,"붙잡다, 포획하다, 포획",capture
워드마스터,chapter21,dilute,"묽은, 희석시키다",dilute
워드마스터,chapter21,associate,"연관짓다, 교제하다, 동료",associate
워드마스터,chapter21,figure,"수치, 계산, 형태, 계산하다",figure
워드마스터,chapter21,warehouse,창고,warehouse
워드마스터,chapter21,crew,승무원,crew
워드마스터,chapter21,barrier,"방해, 장애물",barrier
워드마스터,chapter21,pedestrian,"보행자, 보행자의",pedestrian
워드마스터,chapter21,glance,"흘긋 봄, 흘긋 보다",glance
워드마스터,chapter21,errand,"심부름, 잡일",errand
워드마스터,chapter21,irritate,"화나게 하다, 짜증나게 하다",irritate
워드마스터,chapter22,welfare,복지,welfare
워드마스터,chapter22,cruel,잔인한,cruel
워드마스터,chapter22,fold,"접다, (동물의) 우리",fold
워드마스터,chapter22,trial,"시도, 실험, 재판",trial
워드마스터,chapter22,tribe,"부족, 종족",tribe
워드마스터,chapter22,profound,"깊은, 심오한",profound
워드마스터,chapter22,tradition,"전통, 관습",tradition
워드마스터,chapter22,distinguish,구별하다,distinguish
워드마스터,chapter22,statement,"진술, 성명서",statement
워드마스터,chapter22,prevail,"우세하다, 보급되다",prevail
워드마스터,chapter22,infection,"감염, 전염",infection
워드마스터,chapter22,widespread,널리 퍼진,widespread
워드마스터,chapter22,drastic,"격렬한, 과감한",drastic
워드마스터,chapter22,fade,"사라지다, 희미해지다",fade
워드마스터,chapter22,progress,"전진하다, 전진, 진보",progress
워드마스터,chapter22,stiffen,굳어지다,stiffen
워드마스터,chapter22,weapon,"무기, 병기",weapon
워드마스터,chapter22,reinforcement,"강화, 보강",reinforcement
워드마스터,chapter22,germ,"미생물, 세균, 싹트다",germ
워드마스터,chapter22,endanger,위험에 빠뜨리다,endanger
워드마스터,chapter22,pile,"축척, 쌓아올린 더미",pile
워드마스터,chapter22,atom,원자,atom
워드마스터,chapter22,peer,"동료, 동년배",peer
워드마스터,chapter22,enrich,"풍성하게 하다, 부유하게 하다",enrich
워드마스터,chapter22,protect,보호하다,protect
워드마스터,chapter22,renew,"새롭게 하다, 갱신하다",renew
워드마스터,chapter22,adjust,"조절하다, 조정하다",adjust
워드마스터,chapter22,noble,"귀족의, 고결한",noble
워드마스터,chapter22,repair,"수선(수리)하다, 수선(수리), 회복",repair
워드마스터,chapter22,candidate,후보자,candidate
워드마스터,chapter23,ideal,"이상, 이상적인",ideal
워드마스터,chapter23,result,"결과로서 생기다, 결과",result
워드마스터,chapter23,ethnic,"인종의, 민족의",ethnic
워드마스터,chapter23,foretell,"예언하다, 예고하다",foretell
워드마스터,chapter23,wonder,"이상하게 여기다, 경이",wonder
워드마스터,chapter23,wholesale,"도매, 도매의",wholesale
워드마스터,chapter23,debt,"빚, 부채",debt
워드마스터,chapter23,representative,"대표, 대표하는 국회의원",representative
워드마스터,chapter23,oral,"구두의, 구술의",oral
워드마스터,chapter23,realize,"현실화 하다, 깨닫다",realize
워드마스터,chapter23,excess,"초과, 초과량, 과도함",excess
워드마스터,chapter23,strict,"엄한, 엄격한",strict
워드마스터,chapter23,appliance,"(가정용) 기구, 장치",appliance
워드마스터,chapter23,furthermore,"게다가, 더욱이",furthermore
워드마스터,chapter23,command,"명령하다, 지휘하다",command
워드마스터,chapter23,ecosystem,생태계,ecosystem
워드마스터,chapter23,nap,"낮잠, 낮잠 자다",nap
워드마스터,chapter23,fame,명성,fame
워드마스터,chapter23,shift,"변화, 이동, 바꾸다",shift
워드마스터,chapter23,drift,"표류, 표류하다",drift
워드마스터,chapter23,outstanding,"눈의 띄는, 저명한",outstanding
워드마스터,chapter23,mislead,"잘못 인도하다, 오해하게 하다",mislead
워드마스터,chapter23,dedicate,"헌납하다, 바치다",dedicate
워드마스터,chapter23,avoid,피하다,avoid
워드마스터,chapter23,initial,"처음의, 머리글자",initial
워드마스터,chapter23,sink,가라앉다,sink
워드마스터,chapter23,beard,턱수염,beard
워드마스터,chapter23,haste,"급함, 서두름",haste
워드마스터,chapter23,crush,"분쇄하다, 뭉개다",crush
워드마스터,chapter23,confront,직면하다,confront
워드마스터,chapter24,destiny,운명,destiny
워드마스터,chapter24,hardship,"고난, 역경",hardship
워드마스터,chapter24,escape,"달아나다, 벗어나다, 탈출",escape
워드마스터,chapter24,valid,"타당한, 유효한",valid
워드마스터,chapter24,entire,"전체의, 완전한, 전부, 전체",entire
워드마스터,chapter24,dispose,"배치하다, 처리하다",dispose
워드마스터,chapter24,optimal,"최상의, 최적의",optimal
워드마스터,chapter24,hydrogen,수소,hydrogen
워드마스터,chapter24,thread,"실, 실을 꿰다",thread
워드마스터,chapter24,dynasty,"왕조, 왕가",dynasty
워드마스터,chapter24,scatter,"흩뿌리다, 산란시키다",scatter
워드마스터,chapter24,gamble,"도박, 도박을 하다",gamble
워드마스터,chapter24,temper,"성질, 기질, 완화하다",temper
워드마스터,chapter24,exist,"존재하다, 살아가다",exist
워드마스터,chapter24,undoubtedly,"의심할 여지없이, 확실히",undoubtedly
워드마스터,chapter24,raft,"뗏목, 고무 보트",raft
워드마스터,chapter24,minimal,"아주 작은, 최소의",minimal
워드마스터,chapter24,soak,"적시다, 젖다, 흡수하다",soak
워드마스터,chapter24,craft,"솜씨, 기능, 선박, 비행기",craft
워드마스터,chapter24,combat,"전투, 싸우다",combat
워드마스터,chapter24,cease,"그만두다, 중지하다",cease
워드마스터,chapter24,ceiling,"천장, 상한선",ceiling
워드마스터,chapter24,unify,"통합하다, 통일하다",unify
워드마스터,chapter24,perspective,"관점, 견해, 원근법, 전망",perspective
워드마스터,chapter24,doom,~할 운명이다,doom
워드마스터,chapter24,bump,"부딪치다, 충돌하다",bump
워드마스터,chapter24,primary,"주요한, 첫째의, 초기의",primary
워드마스터,chapter24,genre,"장르, 유형, 형식",genre
워드마스터,chapter24,erase,"삭제하다, 지우다",erase
워드마스터,chapter24,review,"논평, 비평, 재검토",review
워드마스터,chapter25,graze,"풀을 뜯다, 방목하다",graze
워드마스터,chapter25,vital,"생명의, 매우 중요한",vital
워드마스터,chapter25,incident,"일어난 일, 사건",incident
워드마스터,chapter25,session,"회의, 회기, 비평",session
워드마스터,chapter25,fragile,부서지기 쉬운,fragile
워드마스터,chapter25,moderate,"온건한, 적당한",moderate
워드마스터,chapter25,geometry,기하학,geometry
워드마스터,chapter25,budget,"예산, 예산안",budget
워드마스터,chapter25,myth,"신화, 사회적 통념",myth
워드마스터,chapter25,fur,"부드러운 털, 모피",fur
워드마스터,chapter25,indifferent,무관심한,indifferent
워드마스터,chapter25,strain,"긴장시키다, 상하게 하다",strain
워드마스터,chapter25,obvious,"명백한, 분명한",obvious
워드마스터,chapter25,ingredient,"재료, 성분",ingredient
워드마스터,chapter25,dismiss,"해고하다, 해산시키다",dismiss
워드마스터,chapter25,glacier,빙하,glacier
워드마스터,chapter25,urge,"촉구하다, 강요하다",urge
워드마스터,chapter25,celebrity,"명성, 유명인사",celebrity
워드마스터,chapter25,antique,"골동품, 고미술의",antique
워드마스터,chapter25,sphere,"구체, 둥근 것, 구",sphere
워드마스터,chapter25,inherit,~을 상속하다,inherit
워드마스터,chapter25,disgrace,"불명예, 수치",disgrace
워드마스터,chapter25,crawl,"기어가다, 서행하다, 서행",crawl
워드마스터,chapter25,scratch,"긁다, 할퀴다, 긁은 자국",scratch
워드마스터,chapter25,diabetes,당뇨병,diabetes
워드마스터,chapter25,congestion,"밀집, 혼잡",congestion
워드마스터,chapter25,constitute,"구성하다, 재정하다",constitute
워드마스터,chapter25,barter,"교환하다, 물물교환",barter
워드마스터,chapter25,investigate,"조사하다, 수사하다",investigate
워드마스터,chapter25,circular,"원의, 순환의",circular
워드마스터,chapter26,chilly,"쌀쌀한, 냉담한",chilly
워드마스터,chapter26,profit,"이익, 이윤, 이익을 얻다",profit
워드마스터,chapter26,ancestor,"조상, 선조",ancestor
워드마스터,chapter26,fierce,"사나운, 맹렬한",fierce
워드마스터,chapter26,vague,"막연한, 모호한, 흐릿한",vague
워드마스터,chapter26,editorial,"사설, 논란, 편집자의",editorial
워드마스터,chapter26,rough,"거친, 난폭한, 대강의",rough
워드마스터,chapter26,content,"만족하여, 내용(물), 목차",content
워드마스터,chapter26,flow,"흐르다, 흐름",flow
워드마스터,chapter26,obstacle,"장애물, 방해가 되는 것",obstacle
워드마스터,chapter26,fertile,"비옥한, 기름진",fertile
워드마스터,chapter26,abolish,폐지하다,abolish
워드마스터,chapter26,assure,"보증하다, 확실하게 하다",assure
워드마스터,chapter26,rehearse,"리허설, 시연, 예행연습",rehearse
워드마스터,chapter26,gender,"성, 성별",gender
워드마스터,chapter26,innovation,혁신,innovation
워드마스터,chapter26,emperor,황제,emperor
워드마스터,chapter26,dwell,"살다, 거주하다",dwell
워드마스터,chapter26,opponent,"반대하는, 반대자, 상대",opponent
워드마스터,chapter26,chore,"집안일, 허드렛일",chore
워드마스터,chapter26,fossil,화석,fossil
워드마스터,chapter26,glitter,"반짝이다, 반짝임",glitter
워드마스터,chapter26,carve,"베다, 새기다, 조각하다",carve
워드마스터,chapter26,decay,"부식, 부식하다, 쇠퇴하다",decay
워드마스터,chapter26,protein,단백질,protein
워드마스터,chapter26,backward,"후방에, 뒤쪽으로, 거꾸로",backward
워드마스터,chapter26,translate,"번역하다, 옮기다",translate
워드마스터,chapter26,present,"제출하다, 나타내다",present
워드마스터,chapter26,form,"형성하다, 형태",form
워드마스터,chapter26,refresh,"상쾌하게 하다, 새롭게 하다",refresh
워드마스터,chapter27,tissue,"(생물의 근육, 신경 등의) 조직",tissue
워드마스터,chapter27,lord,"군주, 주인",lord
워드마스터,chapter27,substitute,"대체하다, 대체물, 대리자",substitute
워드마스터,chapter27,scan,정밀 검사하다,scan
워드마스터,chapter27,pottery,도자기,pottery
워드마스터,chapter27,layer,"층, 겹",layer
워드마스터,chapter27,justify,정당화하다,justify
워드마스터,chapter27,radiant,"빛나는, 아주 밝은",radiant
워드마스터,chapter27,exclaim,(감탄하여) 외치다,exclaim
워드마스터,chapter27,polish,"닦다, 윤내다",polish
워드마스터,chapter27,flavor,"맛, 맛을 내다",flavor
워드마스터,chapter27,imprint,"(도장 등을) 찍다, 감명시키다",imprint
워드마스터,chapter27,heritage,"유산, 세습 재산",heritage
워드마스터,chapter27,strive,"노력하다, 애쓰다",strive
워드마스터,chapter27,property,재산,property
워드마스터,chapter27,asset,"자산, 자질",asset
워드마스터,chapter27,portray,"묘사하다, 설명하다",portray
워드마스터,chapter27,subscribe,정기 구독하다,subscribe
워드마스터,chapter27,administer,"관리하다, 운영하다",administer
워드마스터,chapter27,wage,급료,wage
워드마스터,chapter27,majesty,"위엄, 장엄",majesty
워드마스터,chapter27,intimate,친밀한,intimate
워드마스터,chapter27,merit,"장점, 공로, ~할 만하다",merit
워드마스터,chapter27,launch,"발사하다, 발사",launch
워드마스터,chapter27,conference,"회담, 회의",conference
워드마스터,chapter27,reception,"환영회, 접수",reception
워드마스터,chapter27,shrug,(어깨를) 으쓱하다,shrug
워드마스터,chapter27,vicious,"사악한, 악의 있는",vicious
워드마스터,chapter27,cherish,소중히 하다,cherish
